full_text,tokens,processed_text
kelas terlalu banyak muridnya susah terapin obe,"['kelas', 'murid', 'susah', 'terapin', 'obe']",kelas murid susah terapin obe
menurut saya obe cukup baik untuk pendidikan saat ini,"['obe', 'didik']",obe didik
orang tua masih belum paham sistem obe,"['orang', 'tua', 'paham', 'sistem', 'obe']",orang tua paham sistem obe
anakanak jadi lebih pede sejak belajar pakai obe,"['anakanak', 'pede', 'ajar', 'pakai', 'obe']",anakanak pede ajar pakai obe
terlalu teoritis obe susah diterapkan,"['teoritis', 'obe', 'susah', 'terap']",teoritis obe susah terap
obe bikin pembelajaran lebih bermakna,"['obe', 'bikin', 'ajar', 'makna']",obe bikin ajar makna
guruguru butuh waktu adaptasi dengan obe,"['guruguru', 'butuh', 'adaptasi', 'obe']",guruguru butuh adaptasi obe
anakanak lebih bisa kolaborasi sejak pakai obe,"['anakanak', 'kolaborasi', 'pakai', 'obe']",anakanak kolaborasi pakai obe
beban kerja guru naik garagara administrasi obe,"['beban', 'kerja', 'guru', 'garagara', 'administrasi', 'obe']",beban kerja guru garagara administrasi obe
obe bagus untuk kreativitas siswa,"['obe', 'bagus', 'kreativitas', 'siswa']",obe bagus kreativitas siswa
sarana di sekolah belum mendukung obe,"['sarana', 'sekolah', 'dukung', 'obe']",sarana sekolah dukung obe
siswa jadi lebih aktif sejak pakai metode obe,"['siswa', 'aktif', 'pakai', 'metode', 'obe']",siswa aktif pakai metode obe
nilai di obe kadang subjektif,"['nilai', 'obe', 'kadang', 'subjektif']",nilai obe kadang subjektif
obe bikin siswa lebih siap masuk kuliah,"['obe', 'bikin', 'siswa', 'masuk', 'kuliah']",obe bikin siswa masuk kuliah
terlalu banyak project di obe bikin anak capek,"['project', 'obe', 'bikin', 'anak', 'capek']",project obe bikin anak capek
suka sama konsep obe yang fokus ke hasil,"['suka', 'konsep', 'obe', 'fokus', 'hasil']",suka konsep obe fokus hasil
ribet sekali bikin rpp buat obe,"['ribet', 'bikin', 'rpp', 'obe']",ribet bikin rpp obe
anakanak lebih semangat belajar pakai obe,"['anakanak', 'semangat', 'ajar', 'pakai', 'obe']",anakanak semangat ajar pakai obe
obe butuh teknologi yang lebih maju,"['obe', 'butuh', 'teknologi', 'maju']",obe butuh teknologi maju
ya biasa saja obe hanya ganti nama saja,"['ya', 'obe', 'ganti', 'nama']",ya obe ganti nama
seneng lihat anakanak bisa belajar dengan cara berbeda pakai obe,"['neng', 'lihat', 'anakanak', 'ajar', 'beda', 'pakai', 'obe']",neng lihat anakanak ajar beda pakai obe
tidak semua siswa cocok belajar pakai obe,"['siswa', 'cocok', 'ajar', 'pakai', 'obe']",siswa cocok ajar pakai obe
obe ngasih ruang buat anak berkembang sesuai minatnya,"['obe', 'ngasih', 'ruang', 'anak', 'kembang', 'sesuai', 'minat']",obe ngasih ruang anak kembang sesuai minat
terlalu banyak penilaian di obe,"['nilai', 'obe']",nilai obe
anakanak lebih bisa berfikir kritis pakai obe,"['anakanak', 'berfikir', 'kritis', 'pakai', 'obe']",anakanak berfikir kritis pakai obe
rumit sekali implementasi obe di lapangan,"['rumit', 'implementasi', 'obe', 'lapang']",rumit implementasi obe lapang
obe bikin pembelajaran lebih relevan dengan kehidupan,"['obe', 'bikin', 'ajar', 'relevan', 'hidup']",obe bikin ajar relevan hidup
guruguru senior susah adaptasi sama obe,"['guruguru', 'senior', 'susah', 'adaptasi', 'obe']",guruguru senior susah adaptasi obe
sebenernya obe bagus hanya perlu waktu adaptasi,"['sebenernya', 'obe', 'bagus', 'adaptasi']",sebenernya obe bagus adaptasi
bingung sama banyaknya format di obe,"['bingung', 'banyak', 'format', 'obe']",bingung banyak format obe
anakanak jadi lebih bisa unjuk bakat sejak obe,"['anakanak', 'unjuk', 'bakat', 'obe']",anakanak unjuk bakat obe
obe belum cocok untuk semua sekolah di indonesia,"['obe', 'cocok', 'sekolah', 'indonesia']",obe cocok sekolah indonesia
pembelajaran jadi lebih menarik dengan obe,"['ajar', 'tarik', 'obe']",ajar tarik obe
capek bikin perangkat pembelajaran obe,"['capek', 'bikin', 'perangkat', 'ajar', 'obe']",capek bikin perangkat ajar obe
obe bikin siswa lebih siap masuk dunia kerja,"['obe', 'bikin', 'siswa', 'masuk', 'dunia', 'kerja']",obe bikin siswa masuk dunia kerja
terlalu ribet cara penilaian obe,"['ribet', 'nilai', 'obe']",ribet nilai obe
anakanak suka sama projectproject obe,"['anakanak', 'suka', 'projectproject', 'obe']",anakanak suka projectproject obe
tambah kerjaan saja buat guru,"['kerja', 'guru']",kerja guru
obe ngajarin anak skill yang beneran kepake,"['obe', 'ngajarin', 'anak', 'skill', 'beneran', 'kepake']",obe ngajarin anak skill beneran kepake
masih bingung bedanya obe sama kurikulum lama,"['bingung', 'beda', 'obe', 'kurikulum']",bingung beda obe kurikulum
siswa lebih aktif berpartisipasi di kelas sejak obe,"['siswa', 'aktif', 'partisipasi', 'kelas', 'obe']",siswa aktif partisipasi kelas obe
buku panduan obe kurang jelas,"['buku', 'pandu', 'obe']",buku pandu obe
obe bikin anakanak lebih percaya diri,"['obe', 'bikin', 'anakanak', 'percaya']",obe bikin anakanak percaya
tidak semua guru ngerti cara mengajar pakai obe,"['guru', 'ngerti', 'ajar', 'pakai', 'obe']",guru ngerti ajar pakai obe
suka sama pendekatan berbasis hasil di obe,"['suka', 'dekat', 'basis', 'hasil', 'obe']",suka dekat basis hasil obe
kurang sosialisasi obe ke semua pihak,"['sosialisasi', 'obe']",sosialisasi obe
anakanak jadi lebih ngerti tujuan belajar dengan obe,"['anakanak', 'ngerti', 'tuju', 'ajar', 'obe']",anakanak ngerti tuju ajar obe
capek saja liat kurikulum gontaganti terus,"['capek', 'liat', 'kurikulum', 'gontaganti']",capek liat kurikulum gontaganti
obe ngasih kesempatan anak belajar dengan gaya mereka sendiri,"['obe', 'ngasih', 'sempat', 'anak', 'ajar', 'gaya']",obe ngasih sempat anak ajar gaya
kepala pusing mikirin administrasi obe,"['kepala', 'pusing', 'mikirin', 'administrasi', 'obe']",kepala pusing mikirin administrasi obe
seneng lihat anakanak lebih mandiri pakai obe,"['neng', 'lihat', 'anakanak', 'mandiri', 'pakai', 'obe']",neng lihat anakanak mandiri pakai obe
obe tidak cocok buat semua mata pelajaran,"['obe', 'cocok', 'mata', 'ajar']",obe cocok mata ajar
anakanak lebih gampang paham materi pakai obe,"['anakanak', 'gampang', 'paham', 'materi', 'pakai', 'obe']",anakanak gampang paham materi pakai obe
terlalu banyak rubrik penilaian di obe,"['rubrik', 'nilai', 'obe']",rubrik nilai obe
obe bagus untuk perkembangan soft skill anak,"['obe', 'bagus', 'kembang', 'soft', 'skill', 'anak']",obe bagus kembang soft skill anak
bikin stress guruguru garagara paperwork obe,"['bikin', 'stress', 'guruguru', 'garagara', 'paperwork', 'obe']",bikin stress guruguru garagara paperwork obe
anakanak jadi lebih open minded sejak obe,"['anakanak', 'open', 'minded', 'obe']",anakanak open minded obe
perlu investasi besar buat nerapin obe,"['investasi', 'nerapin', 'obe']",investasi nerapin obe
suka lihat anakanak lebih berani tampil pakai obe,"['suka', 'lihat', 'anakanak', 'berani', 'tampil', 'pakai', 'obe']",suka lihat anakanak berani tampil pakai obe
orang tua belum siap sama sistem obe,"['orang', 'tua', 'sistem', 'obe']",orang tua sistem obe
obe bikin pembelajaran lebih sesuai jaman now,"['obe', 'bikin', 'ajar', 'sesuai', 'jaman', 'now']",obe bikin ajar sesuai jaman now
bingung sama format penilaian obe,"['bingung', 'format', 'nilai', 'obe']",bingung format nilai obe
anakanak lebih bisa kerja sama pakai obe,"['anakanak', 'kerja', 'pakai', 'obe']",anakanak kerja pakai obe
kurang cocok obe buat sekolah di daerah terpencil,"['cocok', 'obe', 'sekolah', 'daerah', 'pencil']",cocok obe sekolah daerah pencil
obe bikin siswa lebih ngerti kenapa mereka belajar,"['obe', 'bikin', 'siswa', 'ngerti', 'ajar']",obe bikin siswa ngerti ajar
ribet sekali bikin kelengkapan obe,"['ribet', 'bikin', 'lengkap', 'obe']",ribet bikin lengkap obe
siswa jadi lebih bisa analisa masalah pakai obe,"['siswa', 'analisa', 'pakai', 'obe']",siswa analisa pakai obe
administrasi obe bikin guru tidak fokus ngajar,"['administrasi', 'obe', 'bikin', 'guru', 'fokus', 'ngajar']",administrasi obe bikin guru fokus ngajar
obe bagus untuk pengembangan kreativitas anak,"['obe', 'bagus', 'kembang', 'kreativitas', 'anak']",obe bagus kembang kreativitas anak
masih belum paham bener cara penilaian obe,"['paham', 'bener', 'nilai', 'obe']",paham bener nilai obe
anakanak jadi lebih bisa presentasi pakai obe,"['anakanak', 'presentasi', 'pakai', 'obe']",anakanak presentasi pakai obe
obe butuh dukungan teknologi yang memadai,"['obe', 'butuh', 'dukung', 'teknologi', 'pada']",obe butuh dukung teknologi pada
ya biasa saja obe hanya ganti nama saja,"['ya', 'obe', 'ganti', 'nama']",ya obe ganti nama
seneng lihat anakanak lebih antusias belajar pakai obe,"['neng', 'lihat', 'anakanak', 'antusias', 'ajar', 'pakai', 'obe']",neng lihat anakanak antusias ajar pakai obe
standar obe terlalu tinggi buat kondisi sekolah kami,"['standar', 'obe', 'kondisi', 'sekolah']",standar obe kondisi sekolah
obe bikin anakanak lebih siap masuk dunia nyata,"['obe', 'bikin', 'anakanak', 'masuk', 'dunia', 'nyata']",obe bikin anakanak masuk dunia nyata
kurikulum gontaganti bikin guru pusing,"['kurikulum', 'gontaganti', 'bikin', 'guru', 'pusing']",kurikulum gontaganti bikin guru pusing
anakanak jadi lebih bisa unjuk bakat pakai obe,"['anakanak', 'unjuk', 'bakat', 'pakai', 'obe']",anakanak unjuk bakat pakai obe
pelatihan obe masih kurang,"['latih', 'obe']",latih obe
obe bikin suasana belajar lebih menyenangkan,"['obe', 'bikin', 'suasana', 'ajar', 'senang']",obe bikin suasana ajar senang
terlalu banyak indikator penilaian di obe,"['indikator', 'nilai', 'obe']",indikator nilai obe
siswa jadi lebih paham konsep daripada hanya hafalan,"['siswa', 'paham', 'konsep', 'hafal']",siswa paham konsep hafal
masih bingung cara bikin rpp obe yang bener,"['bingung', 'bikin', 'rpp', 'obe', 'bener']",bingung bikin rpp obe bener
obe ngasih ruang buat anak berkembang sesuai minatnya,"['obe', 'ngasih', 'ruang', 'anak', 'kembang', 'sesuai', 'minat']",obe ngasih ruang anak kembang sesuai minat
tidak semua guru bisa adaptasi sama obe,"['guru', 'adaptasi', 'obe']",guru adaptasi obe
anakanak lebih termotivasi belajar pakai obe,"['anakanak', 'motivasi', 'ajar', 'pakai', 'obe']",anakanak motivasi ajar pakai obe
obe butuh sarana yang lebih modern,"['obe', 'butuh', 'sarana', 'modern']",obe butuh sarana modern
menurut saya obe cukup bagus untuk pendidikan saat ini,"['obe', 'bagus', 'didik']",obe bagus didik
kepala pusing mikirin administrasi obe,"['kepala', 'pusing', 'mikirin', 'administrasi', 'obe']",kepala pusing mikirin administrasi obe
anakanak jadi lebih berani tampil pakai obe,"['anakanak', 'berani', 'tampil', 'pakai', 'obe']",anakanak berani tampil pakai obe
tidak semua sekolah siap implementasikan obe,"['sekolah', 'implementasi', 'obe']",sekolah implementasi obe
obe bikin pembelajaran lebih relevan dengan kehidupan nyata,"['obe', 'bikin', 'ajar', 'relevan', 'hidup', 'nyata']",obe bikin ajar relevan hidup nyata
belum keliatan bedanya obe sama kurikulum sebelumnya,"['liat', 'beda', 'obe', 'kurikulum']",liat beda obe kurikulum
