"full_text","tokens","processed_text","label"
"ncfse 2023 dalam aksi dietrndelhi mengorganisir mtcl dua hari tentang perencanaan berbasis hasil pembelajaran lic 15 dengan desain dan perencanaan backward baru ampstandar pembelajaran difasilitasi oleh diet tdc fasilitator scert2021 direducation educationforall","['ncfse', '2023', 'aksi', 'dietrndelhi', 'mengorganisir', 'mtcl', 'perencanaan', 'basis', 'hasil', 'ajar', 'lic', '15', 'desain', 'perencanaan', 'backward', 'ampstandar', 'ajar', 'difasilitasi', 'diet', 'tdc', 'fasilitator', 'scert2021', 'direducation', 'educationforall']","ncfse 2023 aksi dietrndelhi mengorganisir mtcl perencanaan basis hasil ajar lic 15 desain perencanaan backward ampstandar ajar difasilitasi diet tdc fasilitator scert2021 direducation educationforall","netral"
"wknsbrneracct thedamanifelder dems tidak mengadvokasi persamaan hak untuk semua warga negaradei membuktikan iniharris mengadvokasi kesetaraan hasildems tidak mendukung hak hak perempuan atau keselamatan untuk anak anak berdasarkan kebijakan transgender merekapendidikan publik telah diubah menjadi indoktrinasi publik","['wknsbrneracct', 'thedamanifelder', 'dems', 'mengadvokasi', 'persamaan', 'hak', 'warga', 'negaradei', 'membuktikan', 'iniharris', 'mengadvokasi', 'kesetaraan', 'hasildems', 'mendukung', 'hak', 'hak', 'perempuan', 'keselamatan', 'anak', 'anak', 'berdasarkan', 'kebijakan', 'transgender', 'merekapendidikan', 'publik', 'diubah', 'indoktrinasi', 'publik']","wknsbrneracct thedamanifelder dems mengadvokasi persamaan hak warga negaradei membuktikan iniharris mengadvokasi kesetaraan hasildems mendukung hak hak perempuan keselamatan anak anak berdasarkan kebijakan transgender merekapendidikan publik diubah indoktrinasi publik","negatif"
"lic 15 perencanaan berbasis hasil pembelajaran membingkai tujuan pembelajaran berdasarkan los desain backward strategi tangga sasaran langkah dari pengetahuan ke kompetensi terima kasih dietrndelhi direducation pbpandeyb","['lic', '15', 'perencanaan', 'basis', 'hasil', 'ajar', 'membingkai', 'tujuan', 'ajar', 'berdasarkan', 'los', 'desain', 'backward', 'strategi', 'tangga', 'sasaran', 'langkah', 'tahu', 'kompetensi', 'terima', 'kasih', 'dietrndelhi', 'direducation', 'pbpandeyb']","lic 15 perencanaan basis hasil ajar membingkai tujuan ajar berdasarkan los desain backward strategi tangga sasaran langkah tahu kompetensi terima kasih dietrndelhi direducation pbpandeyb","positif"
"buffaloknuckle tamimarlermba axios trump mendukung pendidikan publikkebijakannya sebenarnya di situs webnyaada banyak dari merekaseperti tagihan hak orang tuaatau gaji berbasis prestasi untuk gurusaya merasa itu akan membuat pengajaran lebih kompetitif dan hanya dapat meningkatkan hasil siswa dan skor tes","['buffaloknuckle', 'tamimarlermba', 'axios', 'trump', 'mendukung', 'pendidikan', 'publikkebijakannya', 'situs', 'webnyaada', 'merekaseperti', 'tagihan', 'hak', 'orang', 'tuaatau', 'gaji', 'basis', 'prestasi', 'gurusaya', 'ajar', 'kompetitif', 'meningkatkan', 'hasil', 'siswa', 'skor', 'te']","buffaloknuckle tamimarlermba axios trump mendukung pendidikan publikkebijakannya situs webnyaada merekaseperti tagihan hak orang tuaatau gaji basis prestasi gurusaya ajar kompetitif meningkatkan hasil siswa skor te","positif"
"deangelisey anncoulter apa yang belum kami lakukan adalah siswa yang dimiliki guru atau orang tua yang bertanggung jawab atas kegagalan alih alih mendefinisikan ulang pendidikan untuk menerima hasil yang lebih rendahkami telah pindah dari pemikiran kritis ke berbasis hasil","['deangelisey', 'anncoulter', 'lakukan', 'siswa', 'dimiliki', 'guru', 'orang', 'tua', 'bertanggung', 'kegagalan', 'alih', 'alih', 'mendefinisikan', 'ulang', 'pendidikan', 'menerima', 'hasil', 'rendahkami', 'pindah', 'pemikiran', 'kriti', 'basis', 'hasil']","deangelisey anncoulter lakukan siswa dimiliki guru orang tua bertanggung kegagalan alih alih mendefinisikan ulang pendidikan menerima hasil rendahkami pindah pemikiran kriti basis hasil","negatif"
"whstancil ini adalah hasil yang buruk pasti tetapi yang adil berdasarkan prestasiperubahan perlu terjadi dalam pendidikan awal untuk mengurangi kesenjanganterjadi di entri perguruan tinggi sudah terlambat untuk membuat perbedaan dalam kesenjangan prestasiprak hingga eduksi kelas 6 di semua kelompok sosial ekonomi perlu","['whstancil', 'hasil', 'buruk', 'adil', 'berdasarkan', 'prestasiperubahan', 'pendidikan', 'mengurangi', 'kesenjanganterjadi', 'entri', 'perguruan', 'terlambat', 'perbedaan', 'kesenjangan', 'prestasiprak', 'eduksi', 'kelas', '6', 'kelompok', 'sosial', 'ekonomi']","whstancil hasil buruk adil berdasarkan prestasiperubahan pendidikan mengurangi kesenjanganterjadi entri perguruan terlambat perbedaan kesenjangan prestasiprak eduksi kelas 6 kelompok sosial ekonomi","negatif"
"hardugly karldharrison usapolling saya setujupada saat yang sama kita harus mengakui bahwa itu sebenarnya berbasis insentif dan kemudian mengarahkan sistem pendidikan dan insentif kita menuju hasil itu","['hardugly', 'karldharrison', 'usapolling', 'setujupada', 'mengakui', 'basis', 'insentif', 'mengarahkan', 'sistem', 'pendidikan', 'insentif', 'hasil']","hardugly karldharrison usapolling setujupada mengakui basis insentif mengarahkan sistem pendidikan insentif hasil","netral"
"kita tidak bisa sampai ke puncak gunung kecuali kita sampai di sana bersamatanyakan saja kepada bill spady hasil dalam pendidikan berbasisnya adalah menemukan anak anak bintang khusus yang dapat membawa kita ke sana","['puncak', 'gunung', 'kecuali', 'bersamatanyakan', 'bill', 'spady', 'hasil', 'pendidikan', 'berbasisnya', 'menemukan', 'anak', 'anak', 'bintang', 'khusus', 'membawa']","puncak gunung kecuali bersamatanyakan bill spady hasil pendidikan berbasisnya menemukan anak anak bintang khusus membawa","positif"
"bergabunglah dengan kami untuk sesi pembicaraan ahli yang menarik dengan direktur mr ajay bhagvvat di inpodsmr ajay akan menghadirkan keahliannya tentang pendidikan berbasis hasil pemahaman implementasi dan manfaat definisidaftar sekarang untuk mengamankan tempat anda","['bergabunglah', 'sesi', 'bicara', 'ahli', 'menarik', 'direktur', 'mr', 'ajay', 'bhagvvat', 'inpodsmr', 'ajay', 'menghadirkan', 'keahliannya', 'pendidikan', 'basis', 'hasil', 'pemahaman', 'implementasi', 'manfaat', 'definisidaftar', 'mengamankan']","bergabunglah sesi bicara ahli menarik direktur mr ajay bhagvvat inpodsmr ajay menghadirkan keahliannya pendidikan basis hasil pemahaman implementasi manfaat definisidaftar mengamankan","positif"
"departemen ilmu komputer pg orientasi terorganisir pada pendidikan berbasis hasil obe untuk siswa i ug dan i pg pada 16082024","['departemen', 'ilmu', 'komputer', 'pg', 'orientasi', 'terorganisir', 'pendidikan', 'basis', 'hasil', 'obe', 'siswa', 'i', 'ug', 'i', 'pg', '16082024']","departemen ilmu komputer pg orientasi terorganisir pendidikan basis hasil obe siswa i ug i pg 16082024","netral"
"icmetaxas mereka akan mengenali kebijakan kebijakan tersebut yang menyebabkan obama setiap siswa berhasil yang menghukum sekolah untuk tingkat penangguhan berdasarkan ras saja yang berfokus pada hasil yang berbeda bukan pengobatankeduanya bertanggung jawab atas kegagalan sistem pendidikan kami","['icmetaxas', 'mengenali', 'kebijakan', 'kebijakan', 'menyebabkan', 'obama', 'siswa', 'berhasil', 'menghukum', 'sekolah', 'tingkat', 'penangguhan', 'berdasarkan', 'ra', 'berfokus', 'hasil', 'berbeda', 'pengobatankeduanya', 'bertanggung', 'kegagalan', 'sistem', 'pendidikan']","icmetaxas mengenali kebijakan kebijakan menyebabkan obama siswa berhasil menghukum sekolah tingkat penangguhan berdasarkan ra berfokus hasil berbeda pengobatankeduanya bertanggung kegagalan sistem pendidikan","negatif"
"notagruffalo rmtunion kenaikan gaji berbasis cpi adalah hasil yang wajar untuk menuntut asalkan itu terjangkau menyerang untuk tuntutan yang tidak masuk akal dan dengan demikian merusak kesejahteraan pendidikan pekerjaan pendapatan dan atau kehidupan jutaan orang tidak masuk akal","['notagruffalo', 'rmtunion', 'kenaikan', 'gaji', 'basis', 'cpi', 'hasil', 'wajar', 'menuntut', 'terjangkau', 'menyerang', 'tuntutan', 'masuk', 'akal', 'merusak', 'kesejahteraan', 'pendidikan', 'kerja', 'pendapatan', 'kehidupan', 'jutaan', 'orang', 'masuk', 'akal']","notagruffalo rmtunion kenaikan gaji basis cpi hasil wajar menuntut terjangkau menyerang tuntutan masuk akal merusak kesejahteraan pendidikan kerja pendapatan kehidupan jutaan orang masuk akal","negatif"
"infjlove pendidikan berbasis hasil","['infjlove', 'pendidikan', 'basis', 'hasil']","infjlove pendidikan basis hasil","netral"
"bagaimana platform edutech baru yang memungkinkan pendidikan berbasis hasil edutech remotelasning homeschooling education languagelearning onlineclasses educationtechnologies","['platform', 'edutech', 'pendidikan', 'basis', 'hasil', 'edutech', 'remotelasning', 'homeschooling', 'education', 'languagelearning', 'onlineclasses', 'educationtechnologies']","platform edutech pendidikan basis hasil edutech remotelasning homeschooling education languagelearning onlineclasses educationtechnologies","positif"
"randomspor19576 couragehabit stacycay terlalu banyak orang kuliah demi kuliahdan orang orang harus memilih sekolah berdasarkan hasil dan tujuandan saya akan melangkah lebih jauh dan mengatakan bahwa pendidikan bersubsidi hanya boleh dialokasikan untuk gelar dalam permintaan dan ke sekolah menginstruksikan berdasarkan standar industri","['randomspor19576', 'couragehabit', 'stacycay', 'orang', 'kuliah', 'kuliahdan', 'orang', 'orang', 'memilih', 'sekolah', 'berdasarkan', 'hasil', 'tujuandan', 'melangkah', 'pendidikan', 'bersubsidi', 'dialokasikan', 'gelar', 'permintaan', 'sekolah', 'menginstruksikan', 'berdasarkan', 'standar', 'industri']","randomspor19576 couragehabit stacycay orang kuliah kuliahdan orang orang memilih sekolah berdasarkan hasil tujuandan melangkah pendidikan bersubsidi dialokasikan gelar permintaan sekolah menginstruksikan berdasarkan standar industri","negatif"
"rosskneedeep willie kami tidak memiliki departemen pendidikan sampai jimmy carterdan sejak itu peringkat kami telah turun dari tanggal 2 atau 3 ke bagian bawah tumpukanditambah rencana gov pbbfederal rotten yang dipaksa turun seperti sekolah untuk bekerja berdasarkan hasil common core","['rosskneedeep', 'willie', 'memiliki', 'departemen', 'pendidikan', 'jimmy', 'carterdan', 'peringkat', 'turun', 'tanggal', '2', '3', 'tumpukanditambah', 'rencana', 'gov', 'pbbfederal', 'rotten', 'dipaksa', 'turun', 'sekolah', 'berdasarkan', 'hasil', 'common', 'core']","rosskneedeep willie memiliki departemen pendidikan jimmy carterdan peringkat turun tanggal 2 3 tumpukanditambah rencana gov pbbfederal rotten dipaksa turun sekolah berdasarkan hasil common core","negatif"
"vbspurs obe pendidikan berbasis hasil adalah dari iblisharuskah ve menyebutnya program kelas commie","['vbspurs', 'obe', 'pendidikan', 'basis', 'hasil', 'iblisharuskah', 've', 'menyebutnya', 'program', 'kelas', 'commie']","vbspurs obe pendidikan basis hasil iblisharuskah ve menyebutnya program kelas commie","netral"
"elonmusk equ elite adalah komunisme yang sama dengan elit yang dikecualikankesetaraan membuka pintu bisnis kerja pendidikan semua yang memilih untuk bekerja keras pendidikan inovasi serius pengambilan risiko kesempatan yang sama untuk semua adalah bagaimana amerika bergulirtidak berdasarkan ras status sosial partai iman","['elonmusk', 'equ', 'elite', 'komunisme', 'elit', 'dikecualikankesetaraan', 'membuka', 'pintu', 'bisnis', 'kerja', 'pendidikan', 'memilih', 'kera', 'pendidikan', 'inovasi', 'serius', 'pengambilan', 'risiko', 'kesempatan', 'amerika', 'bergulirtidak', 'berdasarkan', 'ra', 'status', 'sosial', 'partai', 'iman']","elonmusk equ elite komunisme elit dikecualikankesetaraan membuka pintu bisnis kerja pendidikan memilih kera pendidikan inovasi serius pengambilan risiko kesempatan amerika bergulirtidak berdasarkan ra status sosial partai iman","positif"
"pg dan pusat penelitian kimia melakukan sesi orientasi untuk i b scdan saya m scsiswa kimia di pos psos cos pola pertanyaan internal dan eksternal berdasarkan pendidikan berbasis hasil obe pada 16082024 pukul 1300 di kamar no 76","['pg', 'pusat', 'penelitian', 'kimia', 'sesi', 'orientasi', 'i', 'b', 'scdan', 'm', 'scsiswa', 'kimia', 'po', 'psos', 'co', 'pola', 'internal', 'eksternal', 'berdasarkan', 'pendidikan', 'basis', 'hasil', 'obe', '16082024', '1300', 'kamar', 'no', '76']","pg pusat penelitian kimia sesi orientasi i b scdan m scsiswa kimia po psos co pola internal eksternal berdasarkan pendidikan basis hasil obe 16082024 1300 kamar no 76","netral"
"กิจกรรมอบรมเชิงปฏิบัติการ c2c untuk obe berkomitmen untuk mengubah pendidikan berbasis hasil aunqa criteria versi 40","['กิจกรรมอบรมเชิงปฏิบัติการ', 'c2c', 'obe', 'berkomitmen', 'mengubah', 'pendidikan', 'basis', 'hasil', 'aunqa', 'criterion', 'versi', '40']","กิจกรรมอบรมเชิงปฏิบัติการ c2c obe berkomitmen mengubah pendidikan basis hasil aunqa criterion versi 40","positif"
"revolusi tinggi dengan kurikulum berbasis hasil pembelajaranboost studentengagement sebesar 30 dan meningkatkan pekerjaan pascalulusan sebesar 25temukan praktik terbaik dan studi kasus di blog terbaru kamitingkatkan standar pendidikan hari ini creatrixcampus","['revolusi', 'kurikulum', 'basis', 'hasil', 'pembelajaranboost', 'studentengagement', '30', 'meningkatkan', 'kerja', 'pascalulusan', '25temukan', 'praktik', 'terbaik', 'studi', 'blog', 'terbaru', 'kamitingkatkan', 'standar', 'pendidikan', 'creatrixcampus']","revolusi kurikulum basis hasil pembelajaranboost studentengagement 30 meningkatkan kerja pascalulusan 25temukan praktik terbaik studi blog terbaru kamitingkatkan standar pendidikan creatrixcampus","positif"
"aviralbhat education sekarang gratis sekarang sebagian besar biaya tinggi baru saja masuk ke klub eksklusif yang dibayar orang tua untuk jaringan untuk masa depan anak anak mereka berdasarkan potensi merekahasil di dunia masa depan dengan peningkatan ai dan penurunan pekerjaan pemerintah tidak diketahui ampsulit diprediksi","['aviralbhat', 'education', 'gratis', 'biaya', 'masuk', 'klub', 'eksklusif', 'dibayar', 'orang', 'tua', 'jaringan', 'anak', 'anak', 'berdasarkan', 'potensi', 'merekahasil', 'dunia', 'peningkatan', 'ai', 'penurunan', 'kerja', 'pemerintah', 'ampsulit', 'diprediksi']","aviralbhat education gratis biaya masuk klub eksklusif dibayar orang tua jaringan anak anak berdasarkan potensi merekahasil dunia peningkatan ai penurunan kerja pemerintah ampsulit diprediksi","netral"
"vatsalsanghvi sameerdes ada banyak yang akan mendukungnyasistem pendidikan dan pemerintah kami membuat kaum muda yang baik hati daripada berdasarkan keterampilankarenanya hasilnya","['vatsalsanghvi', 'sameerdes', 'mendukungnyasistem', 'pendidikan', 'pemerintah', 'kaum', 'muda', 'hati', 'berdasarkan', 'keterampilankarenanya', 'hasilnya']","vatsalsanghvi sameerdes mendukungnyasistem pendidikan pemerintah kaum muda hati berdasarkan keterampilankarenanya hasilnya","positif"
"program pengembangan fakultas satu minggu mode hybrid tentang pendidikan berbasis hasil obe 2024 fdp ini terbuka untuk fakultas reguleradhockontrak dari lembagaperguruan tinggi engg dan disiplin ilmu sekutu lainnya dan untuk personel industri yang bekerja dalam disiplin yang bersangkutansekutu di india di india","['program', 'pengembangan', 'fakultas', 'minggu', 'mode', 'hybrid', 'pendidikan', 'basis', 'hasil', 'obe', '2024', 'fdp', 'terbuka', 'fakultas', 'reguleradhockontrak', 'lembagaperguruan', 'engg', 'disiplin', 'ilmu', 'sekutu', 'personel', 'industri', 'disiplin', 'bersangkutansekutu', 'india', 'india']","program pengembangan fakultas minggu mode hybrid pendidikan basis hasil obe 2024 fdp terbuka fakultas reguleradhockontrak lembagaperguruan engg disiplin ilmu sekutu personel industri disiplin bersangkutansekutu india india","positif"
"26 mendukung dan membangun sistem baik dalam pendidikan teknologi bisnis atau tata kelola yang memprioritaskan inovasi dan keunggulan yang pantastolak kebijakan yang menegakkan kesetaraan hasil atas kesetaraan peluangbiarkan yang terbaik naik berdasarkan kemampuan mereka yang sebenarnya","['26', 'mendukung', 'membangun', 'sistem', 'pendidikan', 'teknologi', 'bisnis', 'tata', 'kelola', 'memprioritaskan', 'inovasi', 'keunggulan', 'pantastolak', 'kebijakan', 'menegakkan', 'kesetaraan', 'hasil', 'kesetaraan', 'peluangbiarkan', 'terbaik', 'berdasarkan', 'kemampuan']","26 mendukung membangun sistem pendidikan teknologi bisnis tata kelola memprioritaskan inovasi keunggulan pantastolak kebijakan menegakkan kesetaraan hasil kesetaraan peluangbiarkan terbaik berdasarkan kemampuan","positif"
"homesteader1000 themainewire itu adalah pendidikan berbasis hasil dan ritalin pada 1990 an","['homesteader1000', 'themainewire', 'pendidikan', 'basis', 'hasil', 'ritalin', '1990', 'an']","homesteader1000 themainewire pendidikan basis hasil ritalin 1990 an","netral"
"libertycappy sedikit slip dalam pendidikan berbasis hasil","['libertycappy', 'slip', 'pendidikan', 'basis', 'hasil']","libertycappy slip pendidikan basis hasil","netral"
"mslilshadow paulthefig davidleavitt falseamerika menghabiskan lebih banyak per anak dalam pendidikan daripada sebagian besar duniadengan hasil iq terendah berdasarkan uang yang dihabiskan","['mslilshadow', 'paulthefig', 'davidleavitt', 'falseamerika', 'menghabiskan', 'anak', 'pendidikan', 'duniadengan', 'hasil', 'iq', 'terendah', 'berdasarkan', 'uang', 'dihabiskan']","mslilshadow paulthefig davidleavitt falseamerika menghabiskan anak pendidikan duniadengan hasil iq terendah berdasarkan uang dihabiskan","negatif"
"senang berbagi bahwa saya telah memperoleh sertifikat untuk menghadiri oneweek jangka pendek training program tentang pendidikan transformatif mengintegrasikan alat ai dengan pembelajaran berbasis hasilsruniversity deep108 trainingprogram aitools outcomebasedlearning","['senang', 'berbagi', 'memperoleh', 'sertifikat', 'menghadiri', 'oneweek', 'jangka', 'pendek', 'training', 'program', 'pendidikan', 'transformatif', 'mengintegrasikan', 'alat', 'ai', 'ajar', 'basis', 'hasilsruniversity', 'deep108', 'trainingprogram', 'aitools', 'outcomebasedlearning']","senang berbagi memperoleh sertifikat menghadiri oneweek jangka pendek training program pendidikan transformatif mengintegrasikan alat ai ajar basis hasilsruniversity deep108 trainingprogram aitools outcomebasedlearning","positif"
"nitttr chennai sedang melakukan program pengembangan profesional tentang pendidikan berbasis hasil dari 12082024 hingga 14082024 untuk anggota fakultas institut teknologi dan sains karunya coimbatore melalui mode kontaktraining","['nitttr', 'chennai', 'program', 'pengembangan', 'profesional', 'pendidikan', 'basis', 'hasil', '12082024', '14082024', 'anggota', 'fakultas', 'institut', 'teknologi', 'sains', 'karunya', 'coimbatore', 'mode', 'kontaktraining']","nitttr chennai program pengembangan profesional pendidikan basis hasil 12082024 14082024 anggota fakultas institut teknologi sains karunya coimbatore mode kontaktraining","netral"
"pengalaman mendalam yang dipimpin oleh dari mendus jacob ceo kami di ipsr membahas persiapan kertas pertanyaan berbasis pendidikan obe dan integrasi alat ai dengan kepala departemen dan anggota dewan studi di assumption college changanassery","['pengalaman', 'mendalam', 'dipimpin', 'mendus', 'jacob', 'ceo', 'ipsr', 'membahas', 'persiapan', 'kertas', 'basis', 'pendidikan', 'obe', 'integrasi', 'alat', 'ai', 'kepala', 'departemen', 'anggota', 'dewan', 'studi', 'assumption', 'college', 'changanassery']","pengalaman mendalam dipimpin mendus jacob ceo ipsr membahas persiapan kertas basis pendidikan obe integrasi alat ai kepala departemen anggota dewan studi assumption college changanassery","positif"
"hobobocho saltygoat17 kamalahq dan ya sebagian besar karena itutanpa d dari pendidikan pbbfed gov indoktrinasi rencana pengajaran errr tidak akan dipaksa ke sekolah umumtidak ada anak yang tertinggal sekolah untuk bekerja hasil pendidikan berbasis inti umumsemua omong kosong","['hobobocho', 'saltygoat17', 'kamalahq', 'ya', 'itutanpa', 'd', 'pendidikan', 'pbbfed', 'gov', 'indoktrinasi', 'rencana', 'ajar', 'errr', 'dipaksa', 'sekolah', 'umumtidak', 'anak', 'tertinggal', 'sekolah', 'hasil', 'pendidikan', 'basis', 'inti', 'umumsemua', 'omong', 'kosong']","hobobocho saltygoat17 kamalahq ya itutanpa d pendidikan pbbfed gov indoktrinasi rencana ajar errr dipaksa sekolah umumtidak anak tertinggal sekolah hasil pendidikan basis inti umumsemua omong kosong","negatif"
"obe malah bikin kreativitas siswa terbatas soalnya semua sudah ada standarnya tidak boleh keluar dari jalur","['obe', 'bikin', 'kreativitas', 'siswa', 'batas', 'standar', 'jalur']","obe bikin kreativitas siswa batas standar jalur","negatif"
"sebel sekali sama kurikulum obe bikin tugas jadi lebih banyak padahal tidak nambah pemahaman","['sebel', 'kurikulum', 'obe', 'bikin', 'tugas', 'nambah', 'paham']","sebel kurikulum obe bikin tugas nambah paham","negatif"
"kalau obe diimplementasikan dengan setengah hati malah bikin kualitas pendidikan turun daripada naik","['obe', 'implementasi', 'hati', 'bikin', 'kualitas', 'didik', 'turun']","obe implementasi hati bikin kualitas didik turun","negatif"
"tidak setuju sama konsep obe yang terlalu fokus ke hasil proses belajar juga penting buat pengembangan karakter","['tuju', 'konsep', 'obe', 'fokus', 'hasil', 'proses', 'ajar', 'kembang', 'karakter']","tuju konsep obe fokus hasil proses ajar kembang karakter","negatif"
"saya sebagai mahasiswa ngerasa obe malah bikin beban belajar tambah berat tugas numpuk tapi tidak nyambung satu sama lain","['mahasiswa', 'ngerasa', 'obe', 'bikin', 'beban', 'ajar', 'berat', 'tugas', 'numpuk', 'nyambung']","mahasiswa ngerasa obe bikin beban ajar berat tugas numpuk nyambung","negatif"
"obe itu bagus di teori tapi kalau infrastruktur pendidikan masih kurang ya percuma saja","['obe', 'bagus', 'teori', 'infrastruktur', 'didik', 'ya']","obe bagus teori infrastruktur didik ya","negatif"
"kampus saya hanya ganti nama saja jadi kurikulum obe padahal isinya masih sama persis seperti kurikulum lama","['kampus', 'ganti', 'nama', 'kurikulum', 'obe', 'isi', 'persis', 'kurikulum']","kampus ganti nama kurikulum obe isi persis kurikulum","negatif"
"pusing sekali sama obe guruguru pada stres bikin dokumen penilaian yang ribet sekali","['pusing', 'obe', 'guruguru', 'stres', 'bikin', 'dokumen', 'nilai', 'ribet']","pusing obe guruguru stres bikin dokumen nilai ribet","negatif"
"kami senang memberi tahu anda bahwa sesi pembelajaran fasilitator lic 15 telah dimulai dengan suksessesi dimulai dengan kehadiran pejabat yang terhormat dari scert2021 diet ampdireducationtema menyeluruh dari lic 15 adalah perencanaan berbasis hasil pembelajaran","['senang', 'sesi', 'ajar', 'fasilitator', 'lic', '15', 'suksessesi', 'kehadiran', 'pejabat', 'terhormat', 'scert2021', 'diet', 'ampdireducationtema', 'lic', '15', 'perencanaan', 'basis', 'hasil', 'ajar']","senang sesi ajar fasilitator lic 15 suksessesi kehadiran pejabat terhormat scert2021 diet ampdireducationtema lic 15 perencanaan basis hasil ajar","positif"
"saatnya merayakan hari pemuda internasionalwarnborough college uk ampirlandia bekerja dengan mitra di seluruh dunia dan juga fokus untuk membantu orang dewasa muda mengembangkan keterampilan berbasis hasil untuk swasembada education skills training educational","['merayakan', 'pemuda', 'internasionalwarnborough', 'college', 'uk', 'ampirlandia', 'mitra', 'dunia', 'fokus', 'membantu', 'orang', 'dewasa', 'muda', 'mengembangkan', 'keterampilan', 'basis', 'hasil', 'swasembada', 'education', 'skill', 'training', 'educational']","merayakan pemuda internasionalwarnborough college uk ampirlandia mitra dunia fokus membantu orang dewasa muda mengembangkan keterampilan basis hasil swasembada education skill training educational","positif"
"bergabunglah dengan kami untuk kursus 1 minggu tentang pendidikan berbasis hasil untuk akreditasi program yang akan diselenggarakan oleh departemen cdc dari 711 oktoberfakultas amp yang tertarikanggota staf dapat mengajukan permohonan di nitttrchd outcomebasededucation obe educationaloutcomes accreditation","['bergabunglah', 'kursus', '1', 'minggu', 'pendidikan', 'basis', 'hasil', 'akreditasi', 'program', 'diselenggarakan', 'departemen', 'cdc', '711', 'oktoberfakultas', 'amp', 'tertarikanggota', 'staf', 'mengajukan', 'permohonan', 'nitttrchd', 'outcomebasededucation', 'obe', 'educationaloutcomes', 'accreditation']","bergabunglah kursus 1 minggu pendidikan basis hasil akreditasi program diselenggarakan departemen cdc 711 oktoberfakultas amp tertarikanggota staf mengajukan permohonan nitttrchd outcomebasededucation obe educationaloutcomes accreditation","netral"
"peringatan acara yang menarikacademy of science mengorganisir sesi khusus tentang implementasi pendidikan berbasis hasil pada 1282024outcomebaseducation academicexcellence educationinnovation academyofscience learningoutcomes futureofeducation mcas","['peringatan', 'acara', 'menarikacademy', 'of', 'science', 'mengorganisir', 'sesi', 'khusus', 'implementasi', 'pendidikan', 'basis', 'hasil', '1282024outcomebaseducation', 'academicexcellence', 'educationinnovation', 'academyofscience', 'learningoutcomes', 'futureofeducation', 'mcas']","peringatan acara menarikacademy of science mengorganisir sesi khusus implementasi pendidikan basis hasil 1282024outcomebaseducation academicexcellence educationinnovation academyofscience learningoutcomes futureofeducation mcas","positif"
"atensnut catturd2 mereka adalah ibu sepak bola 30 tahun yang lalu yang mendukung pendidikan berbasis hasil","['atensnut', 'catturd2', 'sepak', 'bola', '30', 'mendukung', 'pendidikan', 'basis', 'hasil']","atensnut catturd2 sepak bola 30 mendukung pendidikan basis hasil","negatif"
"sistem pendidikan sadhgurujv harus berbasis hasil dengan kata lain sampai anda mendapatkan nilai 100 di 6 anda tidak dapat meningkatkan ke 7th","['sistem', 'pendidikan', 'sadhgurujv', 'basis', 'hasil', 'nilai', '100', '6', 'meningkatkan', '7th']","sistem pendidikan sadhgurujv basis hasil nilai 100 6 meningkatkan 7th","positif"
"mablerh berdasarkan pendidikan kakader asmal","['mablerh', 'berdasarkan', 'pendidikan', 'kakader', 'asmal']","mablerh berdasarkan pendidikan kakader asmal","positif"
"iamlisalogan woodyboy2020 marydunlaphome realcandaceo bishstrickland keithfournier7 tuckercarlson ingrahamangle lynnsdavenport txhilltodieon gingrussell jasonwhoyt frankpavone coalpavonependidikan berbasis hasil termasuk standar kelas dllpendidik tahu fbi yang mendefinisikan apa yang harus dipelajari ampcara mengajar akan menerima respons negatifmengapa tidak ada fokus pada cara meningkatkanpenolakan bukanlah solusi","['iamlisalogan', 'woodyboy2020', 'marydunlaphome', 'realcandaceo', 'bishstrickland', 'keithfournier7', 'tuckercarlson', 'ingrahamangle', 'lynnsdavenport', 'txhilltodieon', 'gingrussell', 'jasonwhoyt', 'frankpavone', 'coalpavonependidikan', 'basis', 'hasil', 'standar', 'kelas', 'dllpendidik', 'fbi', 'mendefinisikan', 'dipelajari', 'ampcara', 'ajar', 'menerima', 'respons', 'negatifmengapa', 'fokus', 'meningkatkanpenolakan', 'solusi']","iamlisalogan woodyboy2020 marydunlaphome realcandaceo bishstrickland keithfournier7 tuckercarlson ingrahamangle lynnsdavenport txhilltodieon gingrussell jasonwhoyt frankpavone coalpavonependidikan basis hasil standar kelas dllpendidik fbi mendefinisikan dipelajari ampcara ajar menerima respons negatifmengapa fokus meningkatkanpenolakan solusi","negatif"
"sethwillis1997 kenmorin111 smytradio cernovich jimhansondc hal yang buruksaya bertaruh 1997 adalah tahun ia dilahirkan jugadia menjadi pendek di minnesota dengan pendidikan berbasis hasilitu terus kembali kepada siswa yang baik sambil tidak membantu orang orang yang membutuhkannyasaya ingin tahu apakah mereka sudah meninggalkan model yang gagal itu","['sethwillis1997', 'kenmorin111', 'smytradio', 'cernovich', 'jimhansondc', 'buruksaya', 'bertaruh', '1997', 'dilahirkan', 'jugadia', 'pendek', 'minnesota', 'pendidikan', 'basis', 'hasilitu', 'siswa', 'membantu', 'orang', 'orang', 'membutuhkannyasaya', 'meninggalkan', 'model', 'gagal']","sethwillis1997 kenmorin111 smytradio cernovich jimhansondc buruksaya bertaruh 1997 dilahirkan jugadia pendek minnesota pendidikan basis hasilitu siswa membantu orang orang membutuhkannyasaya meninggalkan model gagal","negatif"
